Id,Prediction
1,353535.93908
2,4999933.0734
3,1667136.757
4,2279650.7492
5,981849.32829
6,242436.18253
7,597506.50878
8,767934.6028
9,223441.18106
10,445934.96722
11,450057.89529
12,525993.07605
13,2279650.7492
14,138874.21141
15,789527.34254
16,633185.84393
17,242436.18253
18,353535.93908
19,286848.70369
20,633185.84393
21,1040202.1689
22,244171.94272
23,445934.96722
24,981849.32829
25,519880.01304
26,223441.18106
27,385221.27515
28,450057.89529
29,525993.07605
30,549439.27757
31,71706.094169
32,445934.96722
33,633185.84393
34,418548.63736
35,242436.18253
36,286848.70369
37,281165.92873
38,519880.01304
39,1012398.3072
40,4999933.0734
41,1069431.599
42,223441.18106
43,733368.11137
44,1204328.6696
45,4999933.0734
46,385221.27515
47,242436.18253
48,754373.75758
49,981849.32829
50,2279650.7492
51,418548.63736
52,525993.07605
53,357314.48643
54,920345.57253
55,4999933.0734
56,696038.79678
57,1012398.3072
58,244171.94272
59,525993.07605
60,450057.89529
61,138874.21141
62,789527.34254
63,244171.94272
64,445934.96722
65,353535.93908
66,696038.79678
67,353535.93908
68,633185.84393
69,418548.63736
70,5292000.4336
71,1204328.6696
72,223441.18106
73,242436.18253
74,1040202.1689
75,767934.6028
76,801268.25977
77,519880.01304
78,223441.18106
79,353535.93908
80,465448.2886
81,445934.96722
82,385221.27515
83,1204328.6696
84,293785.30977
85,465448.2886
86,445934.96722
87,242436.18253
88,450057.89529
89,981849.32829
90,286848.70369
91,2279650.7492
92,418548.63736
93,696038.79678
94,801268.25977
95,445934.96722
96,525993.07605
97,353535.93908
98,286848.70369
99,4999933.0734
100,293785.30977
101,2279650.7492
102,445934.96722
103,981849.32829
104,242436.18253
105,333932.90811
106,138874.21141
107,353535.93908
108,71706.094169
109,214716.62252
110,418548.63736
111,1069431.599
112,5292000.4336
113,519880.01304
114,286848.70369
115,465448.2886
116,549439.27757
117,1127940.8641
118,2279650.7492
119,418548.63736
120,721075.93159
121,4999933.0734
122,244171.94272
123,597506.50878
124,286848.70369
125,223441.18106
126,293785.30977
127,244171.94272
128,519880.01304
129,244171.94272
130,465448.2886
131,4999933.0734
132,1040202.1689
133,138874.21141
134,525993.07605
135,920345.57253
136,1012398.3072
137,767934.6028
138,525993.07605
139,450057.89529
140,418548.63736
141,357314.48643
142,920345.57253
143,281165.92873
144,385221.27515
145,754373.75758
146,767934.6028
147,1127940.8641
148,418548.63736
149,293785.30977
150,789527.34254
151,244171.94272
152,1069431.599
153,281165.92873
154,286848.70369
155,4999933.0734
156,353535.93908
157,767934.6028
158,445934.96722
159,465448.2886
160,244171.94272
161,385221.27515
162,242436.18253
163,754373.75758
164,353535.93908
165,981849.32829
166,2279650.7492
167,721075.93159
168,549439.27757
169,920345.57253
170,4999933.0734
171,465448.2886
172,242436.18253
173,754373.75758
174,450057.89529
175,549439.27757
176,223441.18106
177,244171.94272
178,445934.96722
179,281165.92873
180,767934.6028
181,525993.07605
182,71706.094169
183,4999933.0734
184,1069431.599
185,293785.30977
186,733368.11137
187,244171.94272
188,801268.25977
189,138874.21141
190,293785.30977
191,696038.79678
192,281165.92873
193,1127940.8641
194,286848.70369
195,2279650.7492
196,357314.48643
197,1204328.6696
198,353535.93908
199,4999933.0734
200,696038.79678
201,242436.18253
202,1012398.3072
203,1243740.2582
204,223441.18106
205,244171.94272
206,214716.62252
207,281165.92873
208,754373.75758
